site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YDR372C_S14_S19												0.5529999999999999																						-0.155																											-0.485												-2.106																-1.149													-0.581																			0.915			-0.637
YDR372C_S14_S19_S23																																																													-7.56																																																															
YDR372C_S14_T17																																																											-0.057999999999999996																																																														0.782			
YDR372C_S19_S22												-0.039																																																																																																																
YDR379W_S523_S524					-1.136	-0.904					-0.354	-0.004				-0.486							0.10649999999999998										-0.575	0.256		-0.363			-0.565	-1.216			-0.627		-0.4415												-0.48100000000000004			-0.284								-0.07200000000000001			0.449	-0.998		-0.409			0.835								0.252												0.239																	0.099							0.006			0.15
YDR379W_S702_S707																																																0.49200000000000005					-0.114						-0.46799999999999997																																				-0.782																													
YDR379W_S704_S707																																			0.33799999999999997												1.865		-0.879																					-0.498	-0.527				-0.532					0.40700000000000003																																			-0.265									
YDR379W_S763_S770	-0.067	0.008	0.976	0.8525			0.109			-1.6980000000000002	-0.684	-0.27699999999999997	-0.264		-0.945		-0.128		-0.298		-0.073	0.1	-0.8759999999999999	-0.262		-0.040999999999999995	-0.397		0.005	-0.2915	0.16	0.365	-0.35600000000000004	-0.099	0.8029999999999999	-0.7170000000000001	0.6174999999999999		0.21600000000000003			-0.316	-0.099		-1.11	0.599	-0.3155		-0.3715	0.17800000000000002	-0.20350000000000001	0.961		-1.3869999999999998	-0.263	-0.5820000000000001	0.5700000000000001		0.597	0.27899999999999997	-0.981		-0.185		0.087	-2.2969999999999997		-0.013000000000000001			-1.579		0.531	-0.098		1.5530000000000002	0.076	-0.99	-0.32899999999999996	0.34		-0.475	-0.738				-1.615	-0.2345	-0.032	-1.042	-0.038	-0.184	-0.557	0.402	-0.626		-0.007000000000000006			-0.073	0.002	-0.6489999999999999	-0.252	0.19899999999999998					-0.11900000000000001	-0.384	0.49700000000000005	-0.40399999999999997	0.195	-0.488	-0.24	0.518	-0.619	0.2865	-0.026000000000000002	-0.91	-0.131		0.08700000000000002	-0.698
YDR379W_S763_S770_S772		0.235									-1.349												1.187																																																																					0.107												-0.586														-0.10300000000000001						
YDR379W_S763_S772													-1.03																												-0.032																																									-0.138														0.196									0.045			-0.073																
YDR379W_T686_S687_T689																																																																																																																											-1.056	
YDR389W_S37_S51																																	-0.6659999999999999																																																																																											
YDR389W_S37_T48		-0.25									-0.040999999999999995								-0.706																																																																									0.424												-0.066														-0.027000000000000003						0.258
YDR389W_S38_S46																							-0.742																																																																																																					
YDR389W_S80_S82_S84																																																		-0.040999999999999995																							2.665																																																			
YDR392W_T274_S280	-0.055	-0.573	-0.094	-0.436	-0.37200000000000005	-0.27399999999999997	-0.17	-0.992	-2.218	0.371	0.3	0.446	1.1179999999999999	-0.6629999999999999	-0.162	-1.294	-0.893	-0.39	-0.541	-2.202	0.462	0.023	-0.099	0.17300000000000001	1.506	-0.32299999999999995	-0.28800000000000003	-1.128	0.21100000000000002	-0.578	-0.4615	0.14300000000000002	-2.33	1.345	-0.42200000000000004	-1.171	-0.294	-0.784	0.0	-0.295		-0.006	0.0	0.5670000000000001	-0.469	-0.628	0.215	1.0390000000000001	-1.088	0.026000000000000002	-0.563	-1.501	-0.154	-1.754	0.503	-1.338	-0.405	-0.615	1.71	-0.5870000000000001	-0.792	0.695	-0.361	-1.097	-0.9045000000000001	-0.23549999999999996	0.813	0.045		0.17300000000000001	1.32	0.9590000000000001	0.15	0.586	-0.619	-0.302	0.5329999999999999	-2.7310000000000003	-0.08800000000000001	-0.065	1.541	0.242	0.021	1.064		-1.598	-0.639	0.59	0.258	-2.176	0.040999999999999995	0.124	0.0	-0.465	1.639	0.785	0.114	-0.9420000000000001	-0.061	0.09699999999999999	-0.20199999999999999	1.531	-0.16699999999999998	-0.068	-1.178	-0.408	-0.043	0.08199999999999999	-0.166	-0.41600000000000004	-2.169	0.616	-1.2429999999999999	-0.096	0.0	-1.4980000000000002	-1.63	-0.11900000000000001	-0.314	0.366	0.732	-0.509	0.46799999999999997	0.501
YDR422C_S204_S209																																													0.35100000000000003																			-0.69											0.039										-0.364																		0.081																					
YDR422C_S205_S209													-0.995																							-0.934																									-1.7480000000000002																									-0.439																						0.433																
YDR422C_S206_S209														-0.157																								-0.418			0.16399999999999998																																																									0.414																										
YDR422C_S206_S211																		-0.75																			0.136																																-0.691																																																							
YDR422C_S299_S302																																																																																									-0.40299999999999997																																0.29			
YDR422C_S494_S497					-0.032	-0.825				-1.249						-1.742	0.033																-1.482																														-0.245																-0.306																																													
YDR422C_S51_S54									0.11												-0.42100000000000004	-0.209																																																								0.177																-0.191																														
YDR422C_T53_S54					0.782	-1.131				-1.064					1.085	-0.721	-0.79											0.779			-0.8420000000000001		-0.11					1.729		-0.021					-0.289											-0.935	1.016	-0.708		-0.6609999999999999	0.382		-0.336			1.224	-5.797999999999999				1.146	-1.4280000000000002							-0.092													0.204								-0.703						0.855			0.175	1.5490000000000002			0.966	0.531			0.447					0.5820000000000001	0.682	-1.646
YDR432W_S349_S356												-2.272																	-0.275				-3.1910000000000003								-0.568																																												-6.131				-1.9969999999999999									-0.826	-2.002																									
YDR432W_Y347_S356																									0.156																			-0.26899999999999996																		0.262		-2.9730000000000003						0.35100000000000003																0.856							-1.445																												0.098			
YDR436W_S348_S352_C372_T383																																											1.12																																																		-0.518																															
YDR436W_S350_S352_C372_T383																																														1.369						1.551																																																																0.983								
YDR436W_T185_S188											0.88																																																																																																																	
YDR436W_T298_S310																																																																																																														0.518														-0.075
YDR436W_T38_S43																																																																																																				0.6970000000000001																								
YDR443C_S499_S501																	0.723																																																																																0.064																		0.24600000000000002									
YDR444W_T397_Y399_Y417																	0.084																																														-0.22																0.306																																													
YDR451C_T317_S325				-1.218													-0.027000000000000003									0.807									-0.507						0.462						-0.273																	-0.732								-5.725										-0.62																-0.652					0.9540000000000001																					
YDR456W_S569_S576											0.966																																																																																																																	
YDR457W_S2669_C2670																																												0.905																																																																																
YDR460W_C39_S41_C42																																																																													-0.023																				-0.1																											
YDR464W_S903_T906_S915				-1.04																																																																																																											0.5870000000000001													
YDR466W_S679_S683																																	-2.6010000000000004												-0.19399999999999998																									-0.161		1.056			-0.636											-1.026																																						
YDR466W_S679_S684									-1.329												0.01	-0.1																																																								-1.6669999999999998																																														
YDR466W_S680_S683																		-0.37799999999999995						-2.46					-1.074																									-1.8780000000000001																			-1.585											0.23800000000000002						-1.507									0.16699999999999998			-1.547			-0.1265																			
YDR466W_S680_S684																																													-0.873								-0.425						0.091																-0.35100000000000003	0.43700000000000006																																																0.6559999999999999
YDR466W_T832_S834																		-0.843						0.163					-0.11800000000000001								-0.779																	-1.103							-7.6979999999999995								-1.101																				-0.10300000000000001													-0.7859999999999999																						
YDR475C_S48_S51																	-0.187																																								0.48700000000000004						-0.747																-0.087																																			0.026000000000000002										
YDR475C_S705_S709																																	0.569																												-1.055																																																															
YDR475C_S803_S807			0.233					0.608													-0.6890000000000001	0.586													0.146							0.13					0.214											0.17300000000000001								-0.7929999999999999												0.055999999999999994		0.424											-0.155																-1.351		-0.17300000000000001							-0.188	0.428					-1.003		
YDR475C_S804_S805											0.107												1.495																																							0.515																																									0.168															-0.107						
YDR475C_S804_S806						-1.157														0.836																				-0.833	-0.8340000000000001																0.519				1.4980000000000002		-0.506																0.14400000000000002																		0.055999999999999994	-1.34																										
